address,nbr_tx_in,nbr_tx_out,Tot_in,Tot_out,mean_in,mean_out,sdev_in,sdev_out,gini_in,gini_out,avg_time_btw_tx,lifetime
0xe861ad00aed0f04b41c675ec1c1493d2ebcbe776,493,18,2.915320893831e+21,5.465e+20,5.913429804931034e+18,3.036111111111111e+19,4.597023592607872e+19,8.994655288860831e+19,0.8045421615807038,0.7938497509403273,63822.13111545988,32613109.0
0x0ec3cd77dbc5b512b5f9e45578813e1dbbcda719,31,15,3.294864645e+19,3.37565e+19,1.0628595629032257e+18,2.2504333333333332e+18,2.3445376689636777e+18,7.432092709833184e+18,0.822072091718706,0.8953649420605413,851413.1086956522,39165003.0
0x1ff3f56609d0771abb49566600febade0e708beb,108,66,8.173930330037074e+19,7.90832002e+19,7.568454009293587e+17,1.198230306060606e+18,8.956935814124707e+17,1.603236026878242e+18,0.5786165201205742,0.5556145370770792,261951.21264367815,45579511.0
0x109c4f2ccc82c4d77bde15f306707320294aea3f,130,3,8.381527386614845e+20,5e+18,6.447328758934496e+18,1.6666666666666668e+18,1.1285754720372466e+19,1.6499158227686108e+18,0.7162213585060118,0.4666666666666667,17788.977443609023,2365934.0
0x9d5bdaa9d82782c03402dd5c675ae3e45b3102e2,16,26,8.71e+19,1.362e+20,5.44375e+18,5.238461538461538e+18,4.561108520688803e+18,8.637488814334377e+18,0.4230051664753157,0.6770021461651416,6803.666666666667,285754.0
0xadd6f226b34957a8f59a5be195560b96323c74c7,1,1197,9e+17,8.738955155866667e+19,9e+17,7.30071441592871e+16,0.0,9.20792837908023e+16,0.0,0.5089467322337247,827.5943238731219,991458.0
0x9e2a68ed6b854e2e55433b5ec8f471c7b274df51,3,1,2.7e+19,1.5e+16,9e+18,1.5e+16,0.0,0.0,0.0,0.0,160306.25,641225.0
0x5eabae401202b9ed9e5dfbbe2d67860361eb0a9d,2,27,4e+16,1.35e+20,2e+16,5e+18,1e+16,4.472135954999579e+18,0.25,0.4444444444444445,212436.8620689655,6160669.0
0xc305b6401643b63dd9d74040bb16bb5c8bbbaa88,15,4,1.35e+20,4.28815e+17,9e+18,1.0720375e+17,0.0,3.814639782715401e+16,0.0,0.19614810582652192,496638.05263157893,9436123.0
0xf45717552f12ef7cb65e95476f217ea008167ae3,37,2,1.90211217e+20,2.02e+16,5.140843702702703e+18,1.01e+16,4.159432897862906e+18,500000000000000.0,0.4434975740536758,0.024752475247524754,77449.43589743589,3020528.0
0xa864694cacdf27900afb3c32b1b07aea3c465dde,2,213,4e+16,4.0102832993890025e+19,2e+16,1.8827621123892032e+17,1e+16,1.3636076514309706e+18,0.25,0.6532511174468068,15976.497674418604,3434947.0
0xa0285193e366a634fd9639d650b2115d77681a37,16,2,1.2716e+20,2e+18,7.9475e+18,1e+18,6.616417554084688e+18,9.8e+17,0.40994613085876064,0.49,71810.27777777778,1292585.0
0x3325439082ff8ba7371dfdaa1af297bbfcac21b2,14,8,5.367e+19,1.787e+19,3.8335714285714284e+18,2.23375e+18,1.281078597295646e+19,1.7308736052930035e+18,0.8949799036439618,0.4322188024622272,43556.36363636364,958240.0
0x21905ebd9e1f9587c7b3685d424679f16cccbb58,22,36,2.32e+19,1.107133e+20,1.0545454545454546e+18,3.0753694444444447e+18,4.840428913445141e+17,4.766163779930554e+18,0.12343260188087775,0.7020767704612825,70866.68965517242,4110268.0
0xc1824278b767d9efb304c63128b1a92babc3fa4b,618,100,4.361041706528674e+21,8.68165e+19,7.056701790499472e+18,8.68165e+17,3.839546923239393e+18,1.32319753290788e+18,0.2778799418596345,0.672717557146395,87069.55710306407,62515942.0
0xca7c390f8f843a8c3036841fde755e5d0acb97da,7,4,2.8005e+19,1.01e+19,4.0007142857142856e+18,2.525e+18,3.115858547783567e+18,1.255736835487436e+18,0.36712831892264136,0.21534653465346534,4049513.272727273,44544646.0
0x49f053b866c33185fa1151e71fc80d5fe6b08a92,4,5,7e+18,6e+18,1.75e+18,1.2e+18,8.291561975888499e+17,0.0,0.25,0.0,42863.22222222222,385769.0
0xee462a6717f17c57c826f1ad9b4d3813495296c9,12,38,1.465564e+19,8.74921e+19,1.2213033333333332e+18,2.3024236842105262e+18,1.042333832698953e+18,4.914325628653342e+18,0.46378254378519124,0.815517088189436,8614.24,430712.0
0x303e50180fe5794ba066e227f376b22341aad497,2,360,1.389e+17,7.881477684293874e+20,6.945e+16,2.1892993567482985e+18,3.055e+16,2.675942478492943e+18,0.2199424046076314,0.6059362292759608,84092.13259668509,30441352.0
0xb5aff01f3e820735fac9abb594dc9993cb9e5bd2,27,46,9.955e+19,5.888e+19,3.687037037037037e+18,1.28e+18,2.2800939142692165e+18,2.1221400191480214e+17,0.32934873597857023,0.03719429347826087,67207.6301369863,4906157.0
0xed41e841ed150f8fb1febc8c443a113c1cd95a1d,343,109,7.486191042578949e+21,1.8421e+18,2.1825629861746205e+19,1.69e+16,3.19013364796912e+19,3.334385766579351e+16,0.6965834243634192,0.768753651222752,141557.80752212388,63984129.0
0x143e8bd26d95b230680c25300f93ef56f86eccac,22,846,2.41506e+19,2.9388861e+21,1.0977545454545454e+18,3.4738606382978724e+18,1.0653202385485582e+18,3.8530405080038015e+19,0.5345077065655436,0.922352284719455,10091.13133640553,8759102.0
0x19a6067538c90973ef5dc31ded5fa567f3d09059,15,3,1.35e+20,9e+18,9e+18,3e+18,0.0,0.0,0.0,0.0,113114.22222222222,2036056.0
0xdc84953d7c6448e498eb3c33ab0f815da5d13999,20,58,2.29e+19,3.18834461790011e+19,1.145e+18,5.4971458929312237e+17,2.767396791210108e+18,6.377467027642945e+17,0.8148471615720524,0.5865841203228135,799760.4487179487,62381315.0
0x7d56485e026d5d3881f778e99969d2b1f90c50af,2,1,1e+19,9.09e+16,5e+18,9.09e+16,0.0,0.0,0.0,0.0,546375.0,1639125.0
0x09515cb5e3acaef239ab83d78b2f3e3764fcab9b,2,19,1.002e+19,3.458009134691247e+20,5.01e+18,1.8200048077322353e+19,0.0,3.116669650671815e+19,0.0,0.7466223969328721,249104.66666666666,5231198.0
0xa7481af3bbc9d902c02f58204c5683052de53330,25,1257,2.210416299389002e+19,1.3322246303032924e+21,8.841665197556009e+17,1.0598445746247354e+18,3.141090168159025e+17,8.066946304730992e+18,0.11565256759980544,0.9419142863796913,47466.784711388456,60852418.0
0x4668cd871eba35997e1fbe66d0eddf6612d018ce,17,83,4.987611533952456e+18,1.10910001e+20,2.933889137619092e+17,1.3362650722891566e+18,4.721845950645215e+17,2.775615743015474e+18,0.6988177461907379,0.8056805948879109,4164.52,416452.0
0x772cba2f87f92e95bb8ffa96187bbedebbb484d3,1,2,1.5e+20,1.75e+16,1.5e+20,8750000000000000.0,0.0,4750000000000000.0,0.0,0.2714285714285714,2615555.3333333335,7846666.0
0x8f13a1d43408b6434dd10e161361386f3952d665,7,1,7e+18,2e+17,1e+18,2e+17,0.0,0.0,0.0,0.0,4257350.75,34058806.0
0x446d1696a5527018453cda3d67aa4c2cd189b9f6,13,407,1.47e+19,2.841e+20,1.1307692307692307e+18,6.980343980343981e+17,5.593741219291644e+17,1.4758720803717722e+18,0.1674515960230246,0.7189164971875924,54779.47619047619,23007380.0
0xe8b55deaced913c5c6890331d2926ea0fcbe59ac,1,7,1e+17,2.4116853645e+19,1e+17,3.445264806428571e+18,0.0,6.844607233171879e+18,0.0,0.7942826290325093,7288240.5,58305924.0
0xb1d58bad78f33892719cdeba218f8641a71a3f05,6,9,1.2e+17,4.5e+19,2e+16,5e+18,1.5275252316519466e+16,4.472135954999579e+18,0.3611111111111111,0.4444444444444444,168052.73333333334,2520791.0
